"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30635","validate the product in myntra","Google Chrome","Wed Jul 01 09:34:29 IST 2026","passed","Wed Jul 01 09:35:00 IST 2026","","myntra.spec.ts","",""
